Open,High,Low,Close,Adj Close
21.278667,21.585333,21.15,21.338667,21.338667
21.348667,22.129999,21.345333,22.101999,22.101999
22.15,22.174,21.350668,21.405333,21.405333
20.008667,20.579332,19.508667,19.950666,19.950666
19.966667,20.416668,19.675333,20.406,20.406
20.466667,20.5,19.934,20.185333,20.185333
20.068001,20.433332,20.002001,20.403334,20.403334
20.366667,20.459333,20.086666,20.292667,20.292667
20.166668,20.297333,19.753332,20.199333,20.199333
20.166668,20.557333,20.123333,20.199333,20.199333
20.008667,21.120001,19.940666,21.026667,21.026667
21.0,21.09,20.459999,20.58,20.58
20.400667,20.832666,20.1,20.753332,20.753332
20.932667,21.209333,20.753332,20.833332,20.833332
21.711332,21.778,20.876667,21.003332,21.003332
20.919333,21.033333,20.316668,20.582666,20.582666
20.724001,21.215334,20.580667,21.187332,21.187332
21.118,21.161333,20.789333,20.84,20.84
20.919333,21.094,20.733334,21.036667,21.036667
20.883333,21.156,20.634001,21.120667,21.120667
21.090668,21.333332,20.927999,21.17,21.17
21.153334,21.200001,20.082001,20.502666,20.502666
20.570667,20.713333,20.302668,20.59,20.59
20.362667,20.688,20.336666,20.435333,20.435333
20.433332,20.551332,20.040667,20.346666,20.346666
20.133333,20.533333,20.066668,20.246668,20.246668
20.006666,20.892668,20.0,20.884001,20.884001
20.799999,21.242001,20.736668,20.749332,20.749332
20.973333,21.132,20.750668,21.008667,21.008667
20.975332,21.934,20.916668,21.927334,21.927334
22.030001,22.762667,22.002001,22.735332,22.735332
22.728666,22.948,22.433332,22.601999,22.601999
22.733999,23.162666,22.459999,22.525999,22.525999
22.802668,22.926666,22.384001,22.896667,22.896667
22.993334,23.115334,22.505333,22.591333,22.591333
22.684,22.766001,22.02,22.073334,22.073334
22.179333,22.206667,21.669333,21.931999,21.931999
21.972668,22.249332,21.813999,22.110666,22.110666
21.967333,22.061333,21.654667,21.68,21.68
21.588667,21.596001,21.105333,21.152666,21.152666
21.066668,21.178667,20.716667,20.775999,20.775999
20.783333,21.054667,20.636,21.024,21.024
21.078667,21.094,20.666668,20.756666,20.756666
20.799999,21.474001,20.733334,21.368668,21.368668
